tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_gen_intent
156,BrandHelp,False,Sun May 12 17:15:00 +0000 2024,"Hi there, sorry to hear that! Please DM us your order number and email on file so we can look into this. ^TL",157,155,account_login_access
157,cust_1044,True,Sun May 12 17:25:00 +0000 2024,"DMd you, order # is 938722",158,156,account_login_access
158,BrandHelp,False,Sun May 12 17:40:00 +0000 2024,"We've manually reset your account access, please try logging in again and let us know if it persists. ^TL",,157,account_login_access
159,cust_1045,True,Mon Jan 29 15:00:00 +0000 2024,"@BrandHelp customer service on the phone was so rude today, unacceptable",160,,general_complaint_other
160,BrandHelp,False,Mon Jan 29 15:15:00 +0000 2024,We're sorry for the trouble! Send us a DM with your order # and we'll get this sorted right away. ^KM,161,159,general_complaint_other
161,cust_1045,True,Mon Jan 29 15:25:00 +0000 2024,"DMd you, order # is 752483",162,160,general_complaint_other
162,BrandHelp,False,Mon Jan 29 15:40:00 +0000 2024,"We're really sorry to hear this and have shared your feedback with the team, we'd love another chance to make it right. ^KM",,161,general_complaint_other
163,cust_1045,True,Mon Jan 29 17:00:00 +0000 2024,"@BrandHelp I'm going to report this to the BBB, your product from order 752483 literally caused an injury",,,general_complaint_other
164,cust_1046,True,Thu Jan 18 18:00:00 +0000 2024,"@BrandHelp website won't load past the cart page, tried 3 browsers",165,,app_website_technical
165,BrandHelp,False,Thu Jan 18 18:15:00 +0000 2024,That's not the experience we want for you. Can you DM your order number so we can investigate? ^AR,,164,app_website_technical
166,cust_1047,True,Fri Mar 22 10:00:00 +0000 2024,hey BrandHelp my order #783414 still hasn't shipped its been 3 days?? 🙄,167,,order_status_delivery
167,BrandHelp,False,Fri Mar 22 10:15:00 +0000 2024,"Thanks for flagging this, we'd like to help. Please DM your order # and account email. ^JS",168,166,order_status_delivery
168,cust_1047,True,Fri Mar 22 10:25:00 +0000 2024,"DMd you, order # is 783414",169,167,order_status_delivery
169,BrandHelp,False,Fri Mar 22 10:40:00 +0000 2024,"Thanks for the info! We checked and your order is out for delivery today, tracking has been updated. ^JS",,168,order_status_delivery
170,cust_1048,True,Tue Apr 16 04:00:00 +0000 2024,"@BrandHelp refund for #486814 never came through, checked my bank twice 🙄",171,,refund_return
171,BrandHelp,False,Tue Apr 16 04:15:00 +0000 2024,"Hi there, sorry to hear that! Please DM us your order number and email on file so we can look into this. ^JS",172,170,refund_return
172,cust_1048,True,Tue Apr 16 04:25:00 +0000 2024,"DMd you, order # is 486814",173,171,refund_return
173,BrandHelp,False,Tue Apr 16 04:40:00 +0000 2024,"We've processed your refund of $54.73 back to your original payment method, please allow 3-5 business days. ^JS",,172,refund_return
174,cust_1049,True,Sun Feb 04 18:00:00 +0000 2024,"honestly @BrandHelp ur support has gone downhill, waited an hour for nothing",175,,general_complaint_other
175,BrandHelp,False,Sun Feb 04 18:15:00 +0000 2024,We're sorry for the trouble! Send us a DM with your order # and we'll get this sorted right away. ^AR,176,174,general_complaint_other
176,cust_1049,True,Sun Feb 04 18:25:00 +0000 2024,"DMd you, order # is 515922",177,175,general_complaint_other
177,BrandHelp,False,Sun Feb 04 18:40:00 +0000 2024,"We're really sorry to hear this and have shared your feedback with the team, we'd love another chance to make it right. ^AR",,176,general_complaint_other
178,cust_1050,True,Fri Jan 05 07:00:00 +0000 2024,"@BrandHelp locked out of my account for no reason, need this fixed today !!",179,,account_login_access
179,BrandHelp,False,Fri Jan 05 07:15:00 +0000 2024,That's not the experience we want for you. Can you DM your order number so we can investigate? ^TL,,178,account_login_access
180,cust_1051,True,Tue Apr 02 04:00:00 +0000 2024,"honestly @BrandHelp your support has gone downhill, waited an hour for nothing",181,,general_complaint_other
181,BrandHelp,False,Tue Apr 02 04:15:00 +0000 2024,"Thanks for flagging this, we'd like to help. Please DM your order # and account email. ^TL",182,180,general_complaint_other
182,cust_1051,True,Tue Apr 02 04:25:00 +0000 2024,"DMd you, order # is 766459",183,181,general_complaint_other
183,BrandHelp,False,Tue Apr 02 04:40:00 +0000 2024,"We're really sorry to hear this and have shared your feedback with the team, we'd love another chance to make it right. ^TL",,182,general_complaint_other
184,cust_1052,True,Sat Jul 13 12:00:00 +0000 2024,"@BrandHelp i was charged twice for order #437960, please fix this asap",185,,billing_charge_dispute
185,BrandHelp,False,Sat Jul 13 12:15:00 +0000 2024,"Hi there, sorry to hear that! Please DM us your order number and email on file so we can look into this. ^TL",186,184,billing_charge_dispute
186,cust_1052,True,Sat Jul 13 12:25:00 +0000 2024,"DMd you, order # is 437960",187,185,billing_charge_dispute
187,BrandHelp,False,Sat Jul 13 12:40:00 +0000 2024,"We found the duplicate charge and issued a refund for $58.03, you should see it in 3-5 business days. ^TL",,186,billing_charge_dispute
188,cust_1053,True,Tue Aug 27 08:00:00 +0000 2024,"@BrandHelp requested a refund on 611233 days ago and nothing, this is ridiculous",189,,refund_return
189,BrandHelp,False,Tue Aug 27 08:15:00 +0000 2024,We're sorry for the trouble! Send us a DM with your order # and we'll get this sorted right away. ^JS,,188,refund_return
190,cust_1054,True,Thu Aug 08 11:00:00 +0000 2024,@BrandHelp any update on order #353080? its been stuck in transit forever,191,,order_status_delivery
191,BrandHelp,False,Thu Aug 08 11:15:00 +0000 2024,That's not the experience we want for you. Can you DM your order number so we can investigate? ^TL,192,190,order_status_delivery
192,cust_1054,True,Thu Aug 08 11:25:00 +0000 2024,"DMd you, order # is 353080",193,191,order_status_delivery
